Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Chapatti, 0.5 chapatti (38g)",14.4,3.2,0.0,0.0,0.8,0.0,30.7,0.25,4.3,0.06,0.3,21.89,29.9,1.37,117.7,4.0,0.19,258,Dinner,Pakistani,Lunch
Homemade Strawberry Ice Cream with Condensed Milk,81.2,6.8,0.0,5.6,1.2,0.0,31.3,0.2,7.1,0.22,0.09,28.59,31.3,0.43,155.8,4.2,0.81,605,Lunch,Pakistani,Lunch
"Lamb Meatballs, 8 meatballs",108.8,2.4,0.0,36.8,5.6,0.0,6.8,0.38,12.5,0.09,1.27,3.2,26.3,0.86,217.6,8.6,0.73,35,Dinner,Pakistani,Dinner
"Sodexho Spinach, 4 oz",32.0,4.0,0.0,1.6,1.2,0.0,12.6,0.14,7.7,0.04,0.67,12.07,39.9,0.18,151.8,9.6,0.73,185,Dinner,Pakistani,Lunch
"Lamb Rogan Josh, 1 large container",244.4,0.0,0.0,14.8,0.0,0.0,0.5,0.11,17.7,0.06,0.17,1.72,14.9,0.79,159.7,4.2,0.97,10,Lunch,Pakistani,Lunch
"Cooking Chicken Tikka Masala, 1 portion",118.0,5.6,0.0,6.0,10.4,0.0,0.0,0.03,1.5,0.2,0.18,14.42,5.5,1.08,62.0,5.7,0.33,270,Dinner,Pakistani,Dinner
"Popadum, 1 Popadum",26.0,2.0,0.0,2.0,0.8,0.0,16.4,0.61,2.9,0.15,0.04,7.58,32.9,0.53,186.6,14.8,0.08,381,Dinner,Pakistani,Lunch
"Chicken Tikka, 0.8 portion",49.6,0.8,0.0,1.2,8.4,0.0,48.4,0.12,7.8,0.09,0.63,6.87,20.4,0.53,256.9,4.1,0.26,80,Dinner,Pakistani,Dinner
"Cooking Gulab Jamun, 3 ball",171.6,20.4,0.0,9.6,2.8,0.0,29.6,0.79,4.9,0.08,0.25,2.71,10.7,0.0,169.6,2.1,0.05,160,Lunch,Global,Lunch
"Homemade Vegan Curry, 2 serving",112.8,14.4,0.0,3.2,7.2,0.0,0.0,0.06,4.9,0.13,0.91,6.19,18.3,1.06,98.6,9.8,0.31,354,Lunch,Pakistani,Lunch
Homemade Tomato Ketchup From Fresh Tomatoes,6.4,1.6,0.0,0.0,0.1,0.0,0.0,0.19,2.3,0.2,0.51,3.84,4.2,0.92,45.7,11.2,0.17,559,Lunch,Global,Lunch
"Lemon Achaar Lemon Pickle, 15 gms (1 teaspoon)",1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.37,2.9,0.17,0.36,1.43,20.8,0.84,58.6,15.0,0.86,137,Dinner,Global,Lunch
"Haldiram's Soan Papdi-Traditional Flaky Sweet-Almonds & Pistachios, 20 g",45.2,4.8,0.0,2.4,0.8,0.0,53.8,0.42,5.3,0.09,0.98,6.55,7.8,1.45,199.5,2.5,0.19,473,Lunch,Pakistani,Lunch
"3 Ingredient Paleo Naan ( bread) My Heart Beets, 2 serving(s)",62.0,11.6,0.0,1.6,0.8,0.0,0.0,0.33,5.1,0.15,0.56,15.84,8.7,0.16,256.9,10.4,0.37,474,Breakfast,Pakistani,Breakfast
"Tesco 6 Onion Bhajis, 1 Bhaji",46.0,3.6,0.0,2.8,0.8,0.0,34.5,0.06,1.3,0.08,0.29,2.18,39.2,1.29,164.1,15.2,0.37,311,Dinner,Pakistani,Lunch
"Lamb Tikka, 12 oz",212.4,4.8,0.0,6.0,30.0,0.0,44.9,0.33,1.4,0.16,0.17,5.55,6.1,1.05,6.6,5.9,0.52,39,Dinner,Pakistani,Lunch
"Punjabi Karhi Spiced Yogurt Curry, 0.1 cup cooked",6.0,0.0,0.0,0.0,0.0,0.0,28.2,0.06,3.5,0.08,0.01,14.3,78.6,1.31,84.0,12.9,0.09,251,Dinner,Pakistani,Dinner
"Tesco Big Night In 4 Onion Bhajis, 2 bhajis",92.0,7.2,0.0,6.0,2.0,0.0,0.0,0.27,4.5,0.09,0.14,9.02,27.5,0.09,80.9,8.9,1.15,323,Dinner,Pakistani,Lunch
"Asda Low Calorie Tonic Water With A Twist of Lemon, 400 ml",3.2,0.0,0.0,0.0,0.0,0.0,8.1,0.0,3.0,0.04,0.15,0.59,36.3,1.61,116.0,0.7,0.59,91,Lunch,Pakistani,Lunch
Banana Jam,41.2,10.8,0.0,0.1,0.4,0.0,40.6,0.17,0.1,0.01,0.16,1.33,9.8,0.06,88.5,11.1,0.23,48,Lunch,Pakistani,Lunch
"Iceland Chicken Bhuna Curry, 750 g",254.4,8.0,0.0,13.2,26.4,0.0,38.9,0.06,1.7,0.2,0.39,9.33,21.2,1.95,85.6,29.8,1.09,204,Dinner,Pakistani,Dinner
"Kheer Rice Pudding, 9.1 oz.",121.2,40.8,0.0,6.4,6.0,0.0,4.6,0.12,6.3,0.0,0.36,7.02,39.8,1.19,147.4,5.2,0.48,338,Lunch,Global,Lunch
"Microsoft Tandoori Saag Paneer, 6 oz",103.2,5.2,0.0,8.8,2.4,0.0,5.6,0.53,6.3,0.11,0.66,3.23,26.1,0.47,5.1,3.3,0.37,387,Dinner,Pakistani,Dinner
"Homemade Sambar, 0.2 cup (cooked)",24.8,4.4,0.0,0.8,1.2,0.0,28.0,0.53,1.8,0.07,0.4,6.84,34.2,0.73,161.1,4.7,0.47,148,Dinner,Pakistani,Lunch
"Pure Foods Coffee ++, 0.5 tbsp",24.4,0.0,0.0,2.8,0.0,0.0,18.1,0.29,4.3,0.04,0.56,6.58,37.2,1.69,163.0,8.7,0.45,468,Lunch,Pakistani,Lunch
"Pure Foods Grass-Fed Ghee, 0.33 tablespoon",16.0,0.0,0.0,2.0,0.0,0.0,26.1,0.35,2.1,0.17,0.7,5.04,7.0,0.62,178.6,13.7,0.1,50,Dinner,Pakistani,Lunch
"Tesco Dip Selection Yogurt, Mint and Coriander Raita, 50 g",26.0,1.6,0.0,1.6,0.8,0.0,0.0,0.36,0.0,0.02,0.11,3.23,65.1,1.93,263.6,20.7,0.59,10,Lunch,Global,Lunch
"Homemade Chicken Curry, 1.38 cup cooked",154.0,2.0,0.0,4.8,24.8,0.0,0.0,0.5,2.3,0.22,0.52,14.16,13.8,1.59,13.4,0.9,0.48,291,Lunch,Pakistani,Lunch
"Pita Bread (Naan), 4 piece",219.2,30.0,0.0,8.0,6.0,0.0,0.0,0.24,5.0,0.14,0.18,1.86,1.4,1.0,28.0,15.3,0.62,382,Breakfast,Pakistani,Breakfast
"Butter Chicken, 0.67 cups",49.2,7.6,0.0,0.8,3.2,0.0,18.4,0.14,16.5,0.1,0.23,0.23,15.5,1.05,113.7,11.4,0.44,253,Lunch,Pakistani,Lunch
"Home Made Soya Chunks/ Nutrela Sabji With Onion Tomato & Spices, 0.2 cup",18.8,3.2,0.0,0.4,3.2,0.0,13.8,0.1,0.2,0.07,0.22,10.55,3.0,0.37,148.8,8.2,0.71,221,Dinner,Pakistani,Lunch
"Maya Kaimal Jar Tikka Masala Simmer Sauce, 0.5 cup",60.0,3.6,0.0,4.8,1.2,0.0,14.3,0.06,4.1,0.04,0.07,13.95,0.7,0.42,130.5,12.2,0.2,195,Dinner,Pakistani,Lunch
"Homemade Masoor Dal (Lentils), 0.67 cup",106.8,14.8,0.0,2.0,6.0,0.0,27.5,0.04,16.4,0.16,0.46,10.14,38.7,0.2,104.5,1.4,0.1,285,Dinner,Pakistani,Lunch
"Raita Cucumber, Tomato, Chilli & Yoghurt Salad, 0.5 cup",9.2,1.2,0.0,0.4,0.8,0.0,25.7,0.09,10.0,0.03,0.09,0.99,45.7,0.18,177.1,11.8,0.11,364,Lunch,Pakistani,Lunch
"Suzie's Buffet W/ Moderate, Portioned Eating, 1 plate",260.0,0.0,0.0,0.0,0.0,0.0,76.2,0.01,6.4,0.03,0.27,7.52,16.0,1.02,152.4,21.2,0.39,553,Lunch,Pakistani,Lunch
"Ruprecht Rice ( That Comes With Tandoori Chicken, 0.8671000000000001 cup",88.4,17.6,0.0,0.4,3.6,0.0,0.0,0.08,4.6,0.04,0.29,6.66,18.0,0.69,25.6,17.1,0.28,247,Dinner,Pakistani,Dinner
"Rice Sona Masoori, 0.75 cup (cooked)",48.0,10.4,0.0,0.0,1.2,0.0,30.2,0.02,10.8,0.19,0.22,3.25,46.4,2.04,18.8,4.0,0.34,10,Lunch,Pakistani,Lunch
"Moong (Green Lentil Curry), 1 cup",80.0,9.6,0.0,0.4,3.6,0.0,0.0,0.23,0.9,0.21,0.08,21.19,0.1,1.22,140.2,10.9,0.08,268,Dinner,Pakistani,Dinner
"Schweppes Slimline Tonic Water, 600 ml",2.4,0.0,0.0,0.0,0.0,0.0,54.2,0.31,5.2,0.01,0.11,0.99,23.4,1.11,117.6,5.7,0.7,225,Dinner,Pakistani,Lunch
"Prawn Biryani, 600 g",320.0,0.0,0.0,0.0,0.0,0.0,18.9,0.03,4.2,0.03,0.27,2.28,58.8,1.36,227.8,12.2,0.73,233,Dinner,Pakistani,Dinner
"Rice Basmati Rice, 0.5 cup/50g",103.6,21.6,0.0,0.4,3.6,0.0,0.0,0.2,10.3,0.1,0.47,16.4,26.3,0.31,101.1,17.9,0.12,39,Dinner,Global,Lunch
"Simply Asia- Essentials Chicken Tikka Masala Seasoning Mix, 0.25 container (12 tsp mix ea.)",9.2,2.0,0.0,0.0,0.0,0.0,0.0,0.09,5.2,0.02,0.65,14.32,13.6,1.0,103.8,15.4,0.25,10,Dinner,Pakistani,Dinner
"Butter Chicken, 1.33 cups",98.8,15.2,0.0,1.6,6.0,0.0,33.1,0.07,0.8,0.05,0.86,5.53,28.1,0.47,183.4,14.4,0.42,108,Dinner,Pakistani,Dinner
"Kurmura Ladoo (Puffed Rice Ball), 2 ball",68.0,16.0,0.0,0.0,1.2,0.0,8.8,0.22,10.0,0.03,0.39,6.49,30.9,0.26,163.9,16.7,0.31,450,Dinner,Pakistani,Lunch
"Tofu, Chickpea, Veggie Braise, 456 serving",101.6,14.4,0.0,2.8,6.4,0.0,3.2,0.03,0.2,0.06,0.59,14.53,49.7,0.15,186.9,12.2,0.51,131,Breakfast,Pakistani,Breakfast
"Life Mattar Paneer, 256.5 g",141.2,20.0,0.0,3.6,4.0,0.0,0.0,0.01,0.7,0.03,0.83,1.57,10.5,0.21,79.6,9.7,0.03,97,Dinner,Pakistani,Lunch
"Chicken Tikka Starter, 120 g",79.2,0.4,0.0,2.0,14.8,0.0,5.4,0.2,1.8,0.03,0.46,5.93,24.3,0.49,0.5,17.1,0.71,128,Dinner,Pakistani,Dinner
"Schweppes Tonic Water, 119 ml",44.4,10.8,0.0,0.0,0.0,0.0,73.6,0.09,5.8,0.13,0.09,7.68,12.1,0.18,136.2,22.9,0.84,10,Lunch,Pakistani,Lunch
"Woolworhs Carb clever fresh chicken, 340 g",134.0,4.0,0.0,7.6,9.2,0.0,0.0,0.19,6.5,0.17,0.76,14.93,41.3,2.14,96.8,11.6,0.76,263,Dinner,Pakistani,Lunch
"angulo- beef stir fry, 1 serving(s)",202.0,16.0,0.0,10.4,12.8,0.0,0.0,0.25,1.5,0.01,0.3,7.51,30.5,1.31,93.8,8.5,0.06,360,Dinner,Global,Dinner
"Chicken Kashmiri Curry, 1 Serving",191.2,5.2,0.0,10.8,17.6,0.0,5.4,0.47,13.1,0.15,0.25,8.49,15.4,0.87,67.6,4.4,0.13,489,Dinner,Global,Dinner
"Truly Butter Chicken, 245.96 g",152.0,10.0,0.0,11.6,1.6,0.0,34.4,0.18,5.6,0.14,0.92,9.15,20.6,0.98,226.1,3.9,0.11,368,Dinner,Pakistani,Dinner
"Head Yellow Cornmeal, 0.3125 cup",55.2,11.6,0.0,0.4,1.2,0.0,3.9,0.27,0.9,0.06,0.05,5.02,22.8,2.12,89.5,10.5,0.5,364,Lunch,Pakistani,Lunch
"Sweet Barfi (Khoya) Plain, 16 g",18.0,2.4,0.0,0.8,0.4,0.0,0.0,0.15,7.4,0.02,0.29,3.79,6.5,1.38,36.4,14.3,0.52,92,Lunch,Pakistani,Lunch
"Curry Chicken Wrap, 13 ounces (2 cups)",210.4,31.6,0.0,6.0,10.4,0.0,25.7,0.06,0.3,0.02,0.76,2.9,38.9,1.04,163.9,9.3,0.81,166,Dinner,Pakistani,Dinner
"Puri Pancake, 1 pancake",34.4,4.4,0.0,1.6,1.2,0.0,23.6,0.12,2.4,0.07,0.59,18.23,9.8,1.03,160.4,24.4,0.14,187,Lunch,Pakistani,Lunch
"Continental Chicken Tonight Butter Chicken Butter Chicken, 138 grams",62.8,4.4,0.0,4.4,0.8,0.0,85.1,0.21,2.3,0.07,0.83,7.09,31.6,0.06,18.7,16.8,0.15,283,Dinner,Global,Dinner
"Food Chicken Makhani, 6 oz",140.0,2.4,0.0,10.0,10.0,0.0,2.0,0.34,2.6,0.2,0.55,3.16,0.3,0.58,42.9,12.4,1.06,199,Dinner,Pakistani,Dinner
"Chicken Vindaloo, 0.4 Carton",128.0,2.4,0.0,6.4,15.2,0.0,43.9,0.29,2.8,0.15,0.26,3.07,0.8,0.03,72.9,11.4,0.71,219,Dinner,Pakistani,Dinner
"Uncle Ben's Rice & Sauce Curry (Red), 300 g",140.0,24.4,0.0,3.2,2.4,0.0,0.0,0.25,1.0,0.06,0.0,2.69,18.9,0.2,39.4,9.1,0.24,69,Dinner,Pakistani,Dinner
"Cooking Chicken Tikka Masala, 0.25 portion",29.6,1.2,0.0,1.6,2.8,0.0,3.2,0.07,12.4,0.29,0.19,13.76,12.7,1.88,146.9,12.8,0.6,88,Dinner,Pakistani,Dinner
"Generic Chickpea Curry From the Vegan Kitchen, 3/4 cup",62.4,8.8,0.0,2.0,2.4,0.0,0.0,0.05,4.8,0.09,0.27,13.88,24.6,0.87,41.6,5.4,1.22,130,Dinner,Pakistani,Dinner
"B.c. Potatoes With Cauliflower, 0.25 cup",32.0,4.8,0.0,1.6,0.8,0.0,1.7,0.3,2.5,0.09,0.21,9.86,7.1,0.17,161.7,20.3,0.43,292,Dinner,Pakistani,Lunch
"M&s Modern Tandoori King Prawns & Chargrilled Vegetables, 110 g",33.2,2.8,0.0,0.8,3.6,0.0,40.5,0.23,5.8,0.06,0.82,3.26,23.8,0.46,122.2,19.0,0.22,178,Dinner,Pakistani,Dinner
"Chicken Biryani Chicken Biryani , 2 plates",219.2,19.2,0.0,6.8,7.6,0.0,5.4,0.19,10.2,0.02,0.3,10.69,5.9,1.7,261.1,11.8,0.18,464,Dinner,Pakistani,Dinner
"Jowar Na Rotla, 1 serving",72.0,12.0,0.0,1.6,2.0,0.0,52.8,0.46,0.3,0.07,0.49,1.79,19.8,0.15,11.3,15.9,0.07,248,Dinner,Pakistani,Lunch
"Masala Tea, 3 Mug (0.5 pint)",72.0,9.6,0.0,2.4,1.6,0.0,0.0,0.06,1.9,0.07,0.63,1.39,32.6,1.36,82.0,9.8,0.54,203,Dinner,Pakistani,Lunch
"Wild Harvest Organic Basmati White Rice, 1.2 cup cooked rice (1/4 cup uncooked)",76.8,16.8,0.0,0.4,1.6,0.0,34.2,0.17,6.4,0.25,0.28,1.31,41.3,1.72,49.3,8.4,0.67,200,Dinner,Pakistani,Lunch
"Ashirwaad Multigrain Atta Roti, 35 gm",51.2,10.0,0.0,0.4,2.0,0.0,30.1,0.13,2.3,0.01,0.35,3.47,16.8,0.58,86.1,12.7,0.88,173,Dinner,Pakistani,Lunch
"Tesco Low Calorie Tonic Water With Twist of Lime, 250 ml",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.22,2.05,2.92,17.2,0.63,2.8,11.3,0.53,325,Dinner,Pakistani,Lunch
"Generic Diced Potato and Pea Curry (Aloo Mutter), 3.5 ounces",42.4,5.2,0.0,2.0,1.2,0.0,26.2,0.41,4.7,0.09,0.06,15.37,19.8,2.51,205.8,10.0,0.91,107,Dinner,Pakistani,Dinner
"Generic Green Gram Curry, 1 cup cooked",128.4,17.6,0.0,4.0,6.8,0.0,23.8,0.13,2.8,0.03,0.19,5.97,23.9,0.4,130.8,11.0,0.48,213,Dinner,Pakistani,Dinner
"Veg Masala Vegetables Spicy, 400 g",200.0,0.0,0.0,35.2,0.0,0.0,28.6,0.22,7.1,0.05,0.54,5.46,7.7,0.69,247.9,13.9,0.01,172,Lunch,Pakistani,Lunch
"South Mysore Filter Coffee, 80 ml",11.2,1.2,0.0,0.4,0.8,0.0,49.4,0.07,2.7,0.15,0.75,14.3,31.7,1.0,0.4,4.0,0.73,243,Lunch,Pakistani,Lunch
"Sweet Barfi (Khoya) Plain, 36 g",40.8,5.6,0.0,1.6,0.8,0.0,54.2,0.34,6.4,0.06,0.79,1.66,0.3,1.1,166.7,5.2,1.22,492,Lunch,Pakistani,Lunch
"Haldiram's Nimbu Masala (Fried Snacks), 50 g",112.0,8.0,0.0,8.0,2.0,0.0,30.3,0.19,8.0,0.08,0.35,4.3,17.4,0.55,166.1,4.6,0.15,144,Lunch,Pakistani,Lunch
"Ashirwaad Multigrain Atta Roti, 65 gm",95.2,18.8,0.0,0.4,3.6,0.0,48.1,0.35,4.7,0.07,0.02,7.04,14.9,0.04,116.6,2.8,0.47,190,Lunch,Pakistani,Lunch
"Generic Prawn Curry, 50 g",20.4,0.4,0.0,0.8,2.8,0.0,0.0,0.12,9.8,0.07,0.58,12.01,15.6,0.76,125.1,9.3,0.29,164,Dinner,Pakistani,Dinner
"Schweppes Tonic Water, 250 ml",93.2,22.4,0.0,0.0,0.0,0.0,0.0,0.37,5.5,0.02,1.11,14.09,13.0,0.21,196.8,14.8,0.29,405,Lunch,Pakistani,Lunch
"Cheese Naan Bread, 1 naan",132.8,20.0,0.0,3.6,6.8,0.0,0.0,0.06,1.1,0.07,0.03,3.0,25.3,0.87,34.0,12.2,0.32,227,Breakfast,Global,Breakfast
"Generic Chicken Chili (Per Chacha Answers), 0.25 cup",18.0,1.2,0.0,0.4,2.4,0.0,35.9,0.41,6.1,0.04,1.21,2.69,5.8,0.54,89.3,2.6,0.75,307,Dinner,Pakistani,Dinner
"Continental Chicken Tonight Butter Chicken Butter Chicken, 134 grams",60.8,4.4,0.0,4.4,0.8,0.0,0.0,0.12,5.1,0.08,0.17,3.08,9.0,0.29,179.8,14.9,0.8,185,Dinner,Pakistani,Dinner
"3 Ingredient Paleo Naan ( bread) My Heart Beets, 1 serving(s)",102.8,4.8,0.0,9.2,2.0,0.0,0.0,0.22,4.2,0.02,0.41,7.62,4.7,2.79,106.2,1.4,0.89,311,Breakfast,Pakistani,Breakfast
"Homemade Bhindi Subzi (Okra), 0.25 cup",25.2,0.4,0.0,1.2,0.0,0.0,0.0,0.01,3.9,0.16,0.72,8.53,39.7,0.82,103.8,15.9,0.43,533,Dinner,Pakistani,Lunch
"Rice Basmati Rice, 25 Grams",10.4,2.4,0.0,0.0,0.4,0.0,0.0,0.19,6.0,0.06,0.11,10.6,22.4,0.87,20.4,4.4,0.2,297,Lunch,Pakistani,Lunch
"Fever Tree Premium Tonic Water, 200 ml (6.8 fl oz)",28.4,6.8,0.0,0.0,0.0,0.0,0.0,0.09,8.3,0.07,0.58,1.49,0.6,0.37,28.3,6.1,0.34,310,Lunch,Pakistani,Lunch
"Life Curry Sauce, 1/2 cup",44.0,6.0,0.0,2.4,1.2,0.0,22.5,0.07,1.5,0.0,0.49,21.52,18.9,0.11,135.3,14.8,0.26,185,Dinner,Pakistani,Dinner
"Chicken Rogan Josh, 66 g",79.2,3.6,0.0,4.4,7.2,0.0,6.3,0.04,3.3,0.09,0.48,0.34,13.7,0.76,117.3,17.1,0.34,139,Dinner,Pakistani,Dinner
"Lipton Chae (Tea), 1 cup",58.4,9.6,0.0,1.2,3.2,0.0,0.0,0.28,2.8,0.18,0.17,4.88,1.1,0.28,186.8,21.9,0.68,239,Lunch,Pakistani,Lunch
"365 Basmati White Rice, 1/8 cup dry",34.0,8.0,0.0,0.0,0.8,0.0,27.4,0.6,3.8,0.14,0.47,1.92,49.1,0.92,45.0,19.1,0.02,149,Dinner,Pakistani,Lunch
"Mango Chicken Curry, 0.2 plate",25.6,1.2,0.0,1.2,2.4,0.0,15.2,0.11,1.7,0.15,0.06,2.14,34.2,0.2,149.9,23.7,0.14,10,Dinner,Pakistani,Dinner
"Sher-e-punjab Roti Whole Wheat, 2 Roti",104.0,15.2,0.0,3.2,3.2,0.0,0.0,0.38,11.4,0.05,0.17,2.9,1.3,2.15,77.6,8.9,1.05,306,Dinner,Pakistani,Lunch
"Pilau Rice, 0.3 Pack",68.0,13.6,0.0,0.8,0.8,0.0,0.0,0.04,6.0,0.13,0.28,0.66,16.1,0.85,8.2,22.3,0.03,408,Dinner,Pakistani,Lunch
"Generic Restuarant Medium Meal, 0.5 meal",200.0,0.0,0.0,0.0,0.0,0.0,0.7,0.17,11.3,0.08,0.5,7.03,98.9,0.26,69.9,18.5,0.32,150,Dinner,Pakistani,Lunch
"Food Chicken Saag, 1 cup",116.0,14.0,0.0,4.0,7.6,0.0,0.0,0.35,3.9,0.02,0.02,7.65,33.1,0.31,58.4,1.7,0.56,143,Dinner,Pakistani,Dinner
"Tesco Chicken Madras, 350 g",174.0,5.6,0.0,8.4,16.8,0.0,3.0,0.16,0.8,0.01,0.54,7.25,44.6,1.43,166.2,15.9,0.76,51,Dinner,Pakistani,Dinner
"Lamb Tikka, 2 oz",35.6,0.8,0.0,1.2,5.2,0.0,0.0,0.27,6.7,0.03,1.02,3.62,4.4,0.27,201.5,13.0,0.67,10,Dinner,Pakistani,Dinner
"Buffet Guessing, 2 Cups",280.0,40.0,0.0,12.0,10.0,0.0,0.0,0.19,7.5,0.28,0.32,5.59,4.2,1.37,40.3,17.0,0.52,247,Dinner,Pakistani,Lunch
"John West Tempters Mild Curry Tuna, 95 g (77g drained weight)",36.4,0.8,0.0,1.2,5.2,0.0,0.0,0.08,6.6,0.17,0.31,4.2,54.7,0.13,29.1,17.6,0.58,138,Dinner,Pakistani,Dinner
"ASDA 14 Snack Selection , 1 Chicken tikka samoosa",26.8,2.4,0.0,1.2,0.8,0.0,16.1,0.29,0.5,0.1,0.21,3.22,8.9,0.52,4.4,6.9,0.43,17,Dinner,Pakistani,Dinner
"Homemade Fish Curry, 0.5 piece of fish",67.6,2.4,0.0,2.8,8.4,0.0,0.0,0.12,2.2,0.04,0.21,0.93,3.0,1.44,126.5,4.0,0.74,76,Dinner,Pakistani,Dinner
"Take Away Butter Chicken, 350 g",174.8,0.0,0.0,14.0,0.0,0.0,67.2,0.17,4.7,0.13,0.12,7.62,5.9,0.71,259.6,2.4,0.81,321,Lunch,Pakistani,Lunch
"Homemade Healthy Curry Chicken, 1 oz Chicken",16.4,0.8,0.0,0.4,3.2,0.0,12.2,0.22,3.7,0.01,0.24,3.91,33.7,0.62,223.3,2.8,0.7,231,Dinner,Pakistani,Dinner
"Chicken Jalfrezi In Large Foil Container, 200 g",100.4,0.0,0.0,5.2,0.0,0.0,0.0,0.41,1.6,0.1,0.97,3.31,36.7,0.08,31.3,25.4,0.4,293,Dinner,Pakistani,Dinner
"Chicken Tikka, 1.25 portion",77.6,1.6,0.0,2.0,13.2,0.0,16.8,0.52,1.8,0.14,0.8,12.74,23.1,1.41,151.3,11.2,0.36,182,Dinner,Pakistani,Dinner
"Pilau Rice, 97.5 g",52.8,6.0,0.0,0.8,0.8,0.0,14.0,0.04,6.4,0.06,0.27,6.77,0.6,0.47,42.8,20.4,0.13,153,Dinner,Pakistani,Lunch
"Gourmet Take Away Butter Chicken, 2 cups",183.2,4.8,0.0,7.6,22.8,0.0,0.0,0.03,9.0,0.12,0.82,15.99,43.7,0.87,73.1,20.9,0.1,61,Dinner,Pakistani,Dinner
"Generic Lamb Bhuna, 200 g",104.0,4.0,0.0,6.0,10.0,0.0,37.4,0.25,4.0,0.27,0.52,9.27,47.1,0.71,47.1,18.6,0.08,178,Dinner,Pakistani,Dinner
"Lamb Curry, 2 serving",206.4,8.4,0.0,10.4,18.8,0.0,0.0,0.38,5.6,0.16,0.7,5.56,23.2,0.8,69.8,3.8,0.12,171,Dinner,Pakistani,Lunch
"Maya Kaimal Jar Tikka Masala Simmer Sauce, 0.666 cup",80.0,4.8,0.0,6.4,1.6,0.0,16.1,0.26,3.8,0.17,0.2,11.58,27.9,1.5,249.2,16.6,0.44,234,Dinner,Pakistani,Lunch
"Home Made Chai With 2% Milk and Sugar Home Made Tea, 1.75 Cup",46.8,9.2,0.0,0.4,2.0,0.0,37.1,0.01,10.1,0.03,1.63,5.43,21.3,0.32,56.6,20.5,0.04,118,Breakfast,Pakistani,Breakfast
"Take Out Food Mixed Curried Vegetables / Korma (Simplified), 0.75 cup",75.2,10.4,0.0,3.2,1.6,0.0,0.0,0.32,2.6,0.04,0.19,18.83,57.9,1.41,16.9,18.4,0.17,357,Dinner,Pakistani,Dinner
"Princes Mackerel Fillets In Curry Sauce, 100 g",64.0,4.4,0.0,3.2,4.8,0.0,1.3,0.07,9.0,0.14,0.25,11.75,25.7,0.38,158.0,17.9,0.51,10,Dinner,Pakistani,Dinner
"Naan Bread, 175 g",217.6,30.0,0.0,8.0,6.0,0.0,82.8,0.44,9.9,0.08,0.37,8.83,38.8,0.54,175.4,12.2,0.51,206,Breakfast,Pakistani,Breakfast
"Half Tandoori Chicken, 1/2 chicken",156.0,3.2,0.0,7.6,18.0,0.0,0.0,0.1,4.1,0.19,1.05,10.74,4.9,0.58,76.0,21.0,0.39,163,Lunch,Pakistani,Lunch
"Tesco 12 Snack Selection, 3 snack",96.0,0.0,0.0,4.8,0.0,0.0,57.8,0.2,0.0,0.11,0.67,17.46,9.8,1.47,128.1,7.1,0.09,55,Lunch,Pakistani,Lunch
"Chicken Jalfrezi, 0.6 plate",99.6,2.4,0.0,6.4,8.8,0.0,31.2,0.05,6.7,0.06,0.19,1.53,44.3,0.16,254.4,1.4,0.26,337,Dinner,Pakistani,Dinner
"Pilau Rice, 0.48 cup cooked",48.8,11.6,0.0,1.2,2.8,0.0,40.1,0.36,1.4,0.08,0.55,4.61,57.4,0.07,131.5,2.0,0.44,59,Lunch,Pakistani,Lunch
"Cuisine Kadai Chicken, 2 (approx. 257 g)",216.8,10.4,0.0,11.2,20.0,0.0,43.9,0.55,2.5,0.06,0.59,2.23,42.5,0.83,130.8,6.4,0.02,10,Dinner,Global,Dinner
"Garlic Naan, 2 naan",308.0,52.0,0.0,16.0,9.6,0.0,0.0,0.19,1.2,0.03,0.2,4.83,18.1,0.49,16.2,1.6,1.12,443,Breakfast,Pakistani,Breakfast
"Aubergine (Eggplant) & Potato Curry, 2 serving",177.2,25.2,0.0,6.0,4.0,0.0,13.8,0.21,3.6,0.12,0.43,9.66,22.4,1.28,122.1,14.4,0.18,519,Breakfast,Pakistani,Breakfast
"Homemade Sambar, 0.06 cup (cooked)",7.2,1.2,0.0,0.4,0.4,0.0,0.0,0.56,3.7,0.07,0.61,12.0,37.4,1.42,139.1,17.9,0.82,117,Dinner,Pakistani,Lunch
"Homemade Carrots & Peas, 100 g",20.4,4.0,0.0,0.0,1.2,0.0,0.0,0.28,4.7,0.02,0.55,8.04,33.1,0.27,182.4,16.2,0.66,471,Lunch,Global,Lunch
"Mango Chicken Curry, 0.25 plate",32.0,1.6,0.0,1.6,3.2,0.0,0.0,0.43,3.8,0.22,0.81,10.61,8.5,0.32,58.8,19.2,0.65,48,Dinner,Global,Dinner
Rocky Road Ice Cream Recipe,147.2,10.8,0.0,11.2,2.8,0.0,15.3,0.42,0.5,0.18,0.29,3.31,22.8,1.49,36.2,10.1,0.03,38,Lunch,Pakistani,Lunch
