Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"(Uk Sheek Kebab, 2 piece Hyderabadi Home-cooked",88.9,0.0,0.0,6.2,13.5,0.0,0.0,0.33,2.2,0.09,0.54,7.46,11.2,1.1,42.8,7.8,0.85,10,Snack,Pakistani,Snack
"Sweets Gulab Jambun, 0.5 pc cooked Hyderabadi Dry",33.4,5.7,0.0,1.2,0.4,0.0,71.1,0.08,6.0,0.04,0.36,6.03,55.1,1.25,24.9,10.1,0.56,151,Snack,Pakistani,Snack
Dry Fruits Mix Punjabi Punjabi,104.9,38.2,0.0,6.7,4.6,0.0,0.0,0.31,11.4,0.08,1.15,5.7,17.4,1.28,44.0,20.5,0.67,359,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Grilled Light Low-fat Buttery",101.3,0.0,0.0,4.8,16.2,0.0,4.8,0.43,4.6,0.05,0.42,6.71,24.2,0.14,43.5,10.2,0.08,313,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Punjabi Slow-cooked Spicy Slow-cooked - Light",99.3,10.1,0.0,5.6,2.3,0.0,0.0,0.21,4.3,0.19,1.11,10.42,12.1,0.52,63.0,12.8,0.37,312,Snack,Pakistani,Snack
Beef Seekh Kebab () Masaledar - Spicy Low-fat,203.6,3.9,0.0,13.3,14.6,0.0,0.0,0.31,8.0,0.11,0.67,1.08,7.6,1.15,19.3,10.4,0.58,257,Snack,Pakistani,Snack
"Asda Snacks Vegetable Samosa, 1 Samosa Slow-cooked",44.1,4.9,0.0,1.1,1.0,0.0,80.5,0.35,4.4,0.1,0.37,16.55,38.8,0.8,139.5,11.3,0.17,300,Snack,Global,Snack
"Vegetable Samosa, 1 samosa Crispy",90.5,5.4,0.0,3.3,0.8,0.0,52.1,0.34,7.7,0.1,0.24,5.22,1.8,1.52,140.0,6.0,0.17,355,Snack,Pakistani,Snack
"Heera Sweets Bhagut's Son Rolls Sweet -Flaky Pastry With Pistachios and Almonds, 1 =30g Smoky",59.4,8.7,0.0,2.4,0.8,0.0,0.0,0.0,2.0,0.01,0.88,5.95,8.0,0.28,177.7,5.9,0.09,339,Snack,Global,Snack
"Iceland Platter Vegetable Samosas, 3 vegetable samosa Home-cooked Masaledar",37.8,4.9,0.0,1.4,0.9,0.0,43.8,0.45,8.1,0.24,0.02,0.72,48.2,1.09,162.8,22.0,0.33,357,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 2 samosa Herbed Dry",96.1,7.4,0.0,11.2,1.2,0.0,46.1,0.14,0.4,0.02,0.45,18.93,40.0,0.8,185.2,26.0,0.0,315,Snack,Pakistani,Snack
"Vegetable Samsosas Dish, 2 samosa Tandoori Masaledar Low-fat",67.9,9.4,0.0,2.9,1.4,0.0,67.9,0.27,6.4,0.04,0.45,23.94,0.1,0.33,177.4,4.4,0.24,238,Snack,Pakistani,Snack
"Chana Masala (Savory Chick Peas) Recipe, 1 serving(s) Dry",90.4,11.8,0.0,3.7,4.2,0.0,39.3,0.06,1.5,0.04,0.31,1.9,14.3,0.72,185.4,25.6,0.02,118,Snack,Pakistani,Snack
"Homemade Kala Chana, 2 cup - Grilled",168.0,28.2,0.0,1.4,5.5,0.0,0.0,0.36,1.3,0.01,0.62,12.54,2.0,2.01,22.7,0.1,0.22,169,Snack,Pakistani,Snack
Keema Samosa Recipe Dry Grilled,47.5,8.5,0.0,1.4,0.5,0.0,30.5,0.21,0.9,0.04,0.76,3.33,16.8,0.18,101.4,23.9,0.75,467,Snack,Pakistani,Snack
"Co-Op Mini Selection Mini Pakora, 2 Pakora Tandoori",39.2,0.0,0.0,1.0,0.0,0.0,0.0,0.26,12.5,0.01,0.85,1.24,56.3,2.13,124.7,12.8,0.89,197,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.25 serving(s) Buttery Low-fat Buttery",281.5,46.5,0.0,6.2,7.0,0.0,0.0,0.22,6.7,0.12,0.18,4.34,41.8,0.61,55.0,7.2,0.76,98,Snack,Pakistani,Snack
"Aldi Bilash 8 Mini Vegetable Samosas, 3 Samosa (23g) Punjabi Low-fat Grilled",51.2,5.4,0.0,3.2,1.3,0.0,50.4,0.43,2.1,0.06,0.88,10.23,34.9,0.58,13.8,17.3,0.3,10,Snack,Pakistani,Snack
"Samosa Chaat, 266.8 g Crispy Grilled Buttery",123.6,20.8,0.0,8.8,12.8,0.0,0.0,0.3,2.7,0.11,0.56,1.95,30.6,0.61,106.7,11.5,0.26,151,Snack,Global,Snack
"Mango Lassi, 1 cup - Masaledar",41.5,9.3,0.0,0.5,1.6,0.0,21.3,0.25,9.3,0.15,0.03,7.05,41.2,0.3,120.4,5.9,0.2,167,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Dry Low-fat",24.6,3.1,0.0,1.6,0.5,0.0,21.8,0.37,1.0,0.13,0.17,5.27,33.8,1.52,189.5,30.4,0.28,271,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 1 Samosa (35 Grams) Light - Hyderabadi Crispy Smoky",31.4,4.6,0.0,0.8,3.6,0.0,33.9,0.45,0.9,0.01,0.09,5.03,12.1,0.54,99.6,4.5,0.37,114,Snack,Pakistani,Snack
"Deep Gourmet Original Potato Pea Samosa, 1 Pieces (53g) Low-fat Slow-cooked",36.5,4.5,0.0,1.6,0.6,0.0,0.0,0.7,1.0,0.16,0.45,3.29,23.7,2.87,154.6,6.3,0.54,81,Snack,Pakistani,Snack
"Tesco 12 Snack Selection (Mini Vegetable Pakoras), 2 pakora - Spicy - Punjabi",51.2,2.7,0.0,5.8,0.0,0.0,62.8,0.53,0.5,0.01,0.47,6.71,1.1,0.88,213.2,6.5,0.21,372,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) Hyderabadi Buttery",10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.4,0.01,0.01,6.26,7.0,0.14,278.3,7.6,0.67,278,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Home-cooked Tandoori Low-fat",25.7,3.2,0.0,1.1,1.3,0.0,51.8,0.08,4.2,0.32,0.39,7.62,8.7,0.3,201.9,7.2,0.31,489,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 3 fritters - Spicy",43.8,2.9,0.0,4.2,0.9,0.0,18.5,0.38,12.2,0.05,0.87,3.1,37.9,2.96,318.0,10.5,0.52,61,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora - Crispy - Home-cooked",30.5,3.0,0.0,1.9,0.6,0.0,24.4,0.28,0.3,0.05,1.07,4.65,31.9,0.13,42.1,11.3,1.47,337,Snack,Pakistani,Snack
"Mango Lassi, 1.5 cup Tandoori Spicy",88.9,19.7,0.0,0.6,2.0,0.0,18.1,0.24,3.0,0.26,0.35,0.43,60.0,0.5,15.3,0.2,0.32,263,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.5 serving(s) Smoky",430.2,71.2,0.0,5.2,16.0,0.0,48.5,0.59,3.8,0.24,0.15,3.66,11.5,1.06,142.8,7.6,0.84,348,Snack,Pakistani,Snack
"Homemade Kala Chana, 1 cup Herbed",61.2,10.1,0.0,1.3,2.5,0.0,0.0,0.2,5.0,0.08,0.48,8.74,26.7,1.74,75.7,3.5,0.17,18,Snack,Pakistani,Snack
"Asda Snacks Vegetable Samosa, 1 Samosa Masaledar Smoky Dry",70.8,7.9,0.0,1.2,0.9,0.0,76.4,0.31,7.5,0.05,0.17,1.63,5.5,1.99,126.9,22.5,0.38,291,Snack,Global,Snack
"Tesco 12 Snack Selection (Mini Vegetable Pakoras), 2 pakora - Spicy Home-cooked",40.0,2.1,0.0,6.8,0.0,0.0,35.4,0.37,4.5,0.13,0.24,0.91,18.4,0.2,198.3,23.8,0.63,432,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.5 serving(s) Herbed",444.6,73.6,0.0,6.1,19.6,0.0,0.0,0.18,5.2,0.16,0.0,10.56,13.1,0.88,81.3,7.8,0.39,446,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 1 samosa Tandoori",74.9,5.8,0.0,4.6,0.6,0.0,36.8,0.12,0.5,0.18,0.35,1.97,5.3,0.23,163.5,13.1,0.71,301,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 Pakora Masaledar Slow-cooked",44.9,4.7,0.0,3.0,1.4,0.0,40.3,0.16,3.1,0.07,0.31,18.46,5.2,0.81,118.1,11.6,0.37,327,Snack,Pakistani,Snack
